province,district,facility_label,name,HMIS_Code,location,ownership,facility_type,operational_stutus,catchment_population,longitude,latitude
Eastern,Katete,Vulamkoko RHC, Vulamkoko Rural Health Centre,304019,Rural,GRZ,Rural Health Centre,Yes,15254,31.8511584,-14.10499511
Eastern,Lundazi,Boyole  HP, Boyole Health Post,305056,Rural,GRZ,Health Post,Yes,3099,33.08220414,-12.1131222
Eastern,Lundazi,Chanyalubwe HP, Chanyalubwe Health Post,305049,Rural,GRZ,Health Post,Yes,,32.91739488,-12.43305668
Eastern,Lundazi,Chasefu RHC, Chasefu Rural Health Centre,305017,Rural,GRZ,Rural Health Centre,Yes,5866,33.09215228,-11.920213
Eastern,Lundazi,Chijemu HP, Chijemu Health Post,305033,Rural,GRZ,Health Post,Yes,4438,33.24021282,-12.31593136
Eastern,Lundazi,Chikomeni RHC, Chikomeni Rural Health Centre,305026,Rural,GRZ,Rural Health Centre,Yes,7943,32.87486977,-12.69110074
Eastern,Lundazi,Chitungulu RHC, Chitungulu Rural Health Centre,305028,Rural,GRZ,Rural Health Centre,Yes,9558,32.28734834,-12.42419596
Eastern,Lundazi,Chiwe  HP,Chiwe  Health Post,305090,Rural,GRZ,Health Post,No,,33.31365589,-12.29711608
Eastern,Lundazi,Egichikeni RHC, Egichikeni Rural Health Centre,305045,Rural,GRZ,Rural Health Centre,Yes,6006,33.16436489,-11.95925171
Eastern,Lundazi,Hoya HP, Hoya Health Post,305042,Rural,GRZ,Health Post,Yes,4283,33.16594128,-12.10257873
Eastern,Lundazi,Kakumba HP, Kakumba Health Post,305054,Rural,GRZ,Health Post,Yes,7035,33.15679383,-12.3911548
Eastern,Lundazi,Kamilenje HP, Kamilenje Health Post,305048,Rural,GRZ,Health Post,Yes,4444,33.40457767,-12.35677205
Eastern,Lundazi,Kamsaro HP, Kamsaro Health Post,305034,Rural,GRZ,Health Post,Yes,5701,33.03137042,-12.35184068
Eastern,Lundazi,Kanyanga RHC, Kanyanga Rural Health Centre,305012,Rural,Faith Based,Rural Health Centre,Yes,13697,33.11966001,-12.0024802
Eastern,Lundazi,Kapichila RHC, Kapichila Rural Health Centre,305023,Rural,GRZ,Rural Health Centre,Yes,10931,33.27972658,-12.37746936
Eastern,Lundazi,Kapongolo HP, Kapongolo Health Post,305055,Rural,GRZ,Health Post,Yes,5910,32.96304138,-12.48252542
Eastern,Lundazi,Kataba HP,Kataba Health Post,305092,Rural,GRZ,Health Post,No,1215,32.4111898,-12.4431291
Eastern,Lundazi,Katube HP, Katube Health Post,305051,Rural,GRZ,Health Post,Yes,5706,32.92243756,-12.55784614
Eastern,Lundazi,Kazembe RHC, Kazembe Rural Health Centre,305029,Rural,GRZ,Rural Health Centre,Yes,7024,32.56372643,-12.17520759
Eastern,Lundazi,Kazonde HP,Kazonde Health Post,305093,Rural,GRZ,Health Post,No,,32.97799084,-12.61166943
Eastern,Lundazi,Khuli-Khuli HP, Khuli-khuli Health Post,305050,Rural,GRZ,Health Post,Yes,4561,33.01093114,-11.92144086
Eastern,Lundazi,Lukwizizi HP, Lukwizizi Health Post,311012,Rural,GRZ,Health Post,Yes,4958,32.99010588,-12.23865667
Eastern,Lundazi,Lumezi HAHC, Lumezi Hospital Affiliated Health Centre,305002,Rural,GRZ,Urban Health Centre,Yes,27360,33.03753128,-12.54152913
Eastern,Lundazi,Lumezi Mission Hospital, Lumezi Mission Hospital,305057,Rural,Faith Based,Level 1 Hospital District,Yes,,33.03762143,-12.54137476
Eastern,Lundazi,Lumimba HP ,Lumimba Health Post ,305094,Rural,GRZ,Health Post,Yes,,32.36187427,-12.43843292
Eastern,Lundazi,Lundazi District Hospital, Lundazi Urban Health Centre,305099,Urban,GRZ,Urban Health Centre,Yes,43154,33.17769626,-12.29942365
Eastern,Lundazi,Lundazi District Hospital, Lundazi District Hospital,305001,Urban,GRZ,Level 1 Hospital District,Yes,263713,33.16932874,-12.29353257
Eastern,Lundazi,Lunzi RHC, Lunzi Rural Health Centre,311015,Rural,GRZ,Rural Health Centre,Yes,8962,33.23123848,-11.69572057
Eastern,Lundazi,Lusuntha RHC, Lusuntha Rural Health Centre,311016,Rural,GRZ,Rural Health Centre,Yes,10817,33.3080833,-12.2450493
Eastern,Lundazi,Malandula RHC, Malandula Rural Health Centre,305016,Rural,GRZ,Rural Health Centre,Yes,9603,33.16359258,-11.83814821
Eastern,Lundazi,Mankhaka HP, Mankhaka Health Post,305037,Rural,GRZ,Health Post,Yes,5722,33.36445678,-12.48907884
Eastern,Lundazi,Manyi HP, Manyi Health Post,305052,Rural,GRZ,Health Post,Yes,1506,33.14041528,-12.17052093
Eastern,Lundazi,Mchereka HP, Mchereka Health Post,305035,Rural,GRZ,Health Post,Yes,8967,33.10408627,-12.26951414
Eastern,Lundazi,Mkomba HP, Mkomba Health Post,305044,Rural,GRZ,Rural Health Centre,Yes,5595,33.21537782,-12.41908556
Eastern,Lundazi,Mtwalo RHC, Mtwalo Rural Health Centre,305015,Rural,GRZ,Rural Health Centre,Yes,11797,33.25508533,-11.88462113
Eastern,Lundazi,Munyukwa RHC, Munyukwa Rural Health Centre,305013,Rural,GRZ,Rural Health Centre,Yes,17221,32.98346397,-12.03569961
Eastern,Lundazi,Mwase Lundazi RHC, Mwase Lundazi Rural Health Centre,305011,Rural,GRZ,Rural Health Centre,Yes,22422,33.3399606,-12.41135631
Eastern,Lundazi,Mwase-Mphangwe Old RHC, Mwase-Mphangwe Old Rural Health Centre,305030,Rural,GRZ,Rural Health Centre,Yes,12374,32.94128393,-13.03105949
Eastern,Lundazi,Mwase-Mphangwe Schemes RHC, Mwase-Mphangwe Schemes Rural Health Centre,305031,Rural,GRZ,Rural Health Centre,Yes,5438,32.90312511,-12.89534035
Eastern,Lundazi,Mwimba HP, Mwimba Health Post,305036,Rural,GRZ,Health Post,Yes,4436,32.94067181,-12.65753708
Eastern,Lundazi,Ndaiwala RHC, Ndaiwala Rural Health Centre,305039,Rural,GRZ,Rural Health Centre,Yes,5306,32.93375513,-12.79869485
Eastern,Lundazi,New Lundazi District Hospital,New Lundazi District Hospital,3050101,Peri-Urban,GRZ,Level 1 Hospital District,Yes,,33.1652325,-12.33700887
Eastern,Lundazi,Njoka HP, Njoka Health Post,3050102,Rural,GRZ,Health Post,Yes,,32.79417504,-12.20417356
Eastern,Lundazi,Njoka HP, Ng'onga Rural Health Centre,305025,Rural,GRZ,Rural Health Centre,Yes,6770,33.11412579,-12.528766
Eastern,Lundazi,Nkhanga RHC, Nkhanga Rural Health Centre,305041,Rural,GRZ,Rural Health Centre,Yes,10362,33.04048497,-12.1542175
Eastern,Lundazi,Nkhanyu HP, Nkhanyu Health Post,305046,Rural,GRZ,Health Post,Yes,6416,32.94480773,-13.18180845
Eastern,Lundazi,Nthitimila HP, Nthitimila Health Post,305053,Rural,GRZ,Health Post,Yes,5708,33.21316194,-12.55046139
Eastern,Lundazi,Nyangwe RHC, Nyangwe Rural Health Centre,305022,Rural,GRZ,Rural Health Centre,Yes,7696,33.47167505,-12.37793901
Eastern,Lundazi,Phikamalaza RHC, Phikamalaza Rural Health Centre,305020,Rural,GRZ,Rural Health Centre,Yes,6354,33.2243692,-12.20145116
Eastern,Lundazi,Sikatengwa HP,Sikatengwa Health Post,3050103,Rural,GRZ,Health Post,Yes,,33.07231149,-12.48522416
Eastern,Lundazi,Umi HP, Umi Health Post,305047,Rural,GRZ,Health Post,Yes,5222,33.2613767,-12.5410156
Eastern,Lundazi,Zasp HP, Zasp Health Post,305019,Rural,GRZ,Health Post,Yes,5533,33.23112239,-12.15636771
Eastern,Lundazi,Zokwe HP, Zokwe Health Post,305043,Rural,GRZ,Health Post,Yes,2285,32.27584309,-12.42139947
Eastern,Lundazi,Zumwanda RHC, Zumwanda Rural Health Centre,305024,Rural,GRZ,Rural Health Centre,Yes,6925,33.05092428,-12.42561245
Eastern,Mambwe,Airport RHC,Airport RHC,306010125,Rural,GRZ,Rural Health Centre,Yes,,31.93344519,-13.25135591
Eastern,Mambwe,Chikowa RHC, Chikowa Rural Health Centre,306014,Rural,GRZ,Health Post,Yes,5260,32.08626453,-13.40883558
Eastern,Mambwe,Chilanga HP, Chilanga Health Post,306010116,Rural,GRZ,Rural Health Centre,Yes,4428,31.83247972,-13.19931531
Eastern,Mambwe,Chipako HP,Chipako Health Post,306010120,Rural,GRZ,Health Post,Yes,,31.92624113,-13.42218419
Eastern,Mambwe,Chisengu HP, Chisengu Health Post,306021,Rural,GRZ,Health Post,Yes,2901,32.21903602,-13.29959454
Eastern,Mambwe,Chiwawatala,Chiwawatala,306010114,Rural,GRZ,Rural Health Centre,Yes,,31.86934392,-13.16744962
Eastern,Mambwe,Jumbe HP, Jumbe Clinic,306010119,Rural,GRZ,Health Post,Yes,3874,32.08417032,-13.2918602
Eastern,Mambwe,Kakumbi RHC, Kakumbi Rural Health Centre,306010110,Rural,GRZ,Rural Health Centre,Yes,14432,31.80706009,-13.11102688
Eastern,Mambwe,Kamoto HAHC, Kamoto Hospital Affiliated Health Centre,306010199,Rural,GRZ,Urban Health Centre,Yes,,32.11239162,-13.29999395
Eastern,Mambwe,Kamoto Mission Hospital, Kamoto Mission Hospital,306010001,Rural,Faith Based,Level 1 Hospital District,Yes,,32.11271038,-13.29995682
Eastern,Mambwe,Kapole HP, Kapole Health Post,306023,Rural,GRZ,Health Post,Yes,1526,31.98575818,-13.27091334
Eastern,Mambwe,Kasamanda RHC, Kasamanda Rural Health Centre,306010113,Rural,GRZ,Rural Health Centre,Yes,9182,31.95427506,-13.78742547
Eastern,Mambwe,Lusandwe UHC,Lusandwe UHC,306010121,Rural,GRZ,Urban Health Centre,Yes,,31.79864299,-13.70458511
Eastern,Mambwe,Malama RHC, Malama Rural Health Centre,306010117,Rural,GRZ,Rural Health Centre,Yes,1010,31.56642487,-13.50155659
Eastern,Mambwe,Masumba RHC, Masumba Rural Health Centre,306010112,Peri-Urban,GRZ,Rural Health Centre,Yes,13786,31.94519349,-13.20918256
Eastern,Mambwe,Mphomwa RHC, Mphomwa Rural Health Centre,306010118,Rural,GRZ,Health Post,Yes,9165,32.1127833,-13.2998839
Eastern,Mambwe,Msoro RHC, Msoro Rural Health Centre,306011,Rural,GRZ,Rural Health Centre,Yes,13748,31.88582792,-13.59314779
Eastern,Mambwe,Ncheka HP, Ncheka Health Post,306022,Rural,GRZ,Health Post,Yes,2961,31.92491622,-13.31694687
Eastern,Mambwe,Nsefu RHC, Nsefu Rural Health Centre,306010115,Rural,GRZ,Health Post,Yes,8042,31.89707787,-13.14787455
Eastern,Mambwe,Nyakatokoli HP, Nyakatokoli Health Post,306010122,Rural,GRZ,Health Post,Yes,6239,32.07829734,-13.61788165
Eastern,Mambwe,Nyamalume HP, Nyamaluma Health Post,306010124,Rural,GRZ,Health Post,Yes,345,31.60551656,-13.3863781
Eastern,Nyimba,Chalubilo RHC, Chalubilo Rural Health Centre,307019,Rural,GRZ,Rural Health Centre,Yes,4946,30.59508082,-14.37105516
Eastern,Nyimba,Chifukuzi HP, Chifukuzi Health Post,307029,Rural,GRZ,Health Post,Yes,3794,30.7963262,-14.33821571
Eastern,Nyimba,Chimphanje  RHC, Chimphanje Health Post,307024,Rural,GRZ,Rural Health Centre,Yes,5283,31.04591807,-14.3923079
Eastern,Nyimba,Chinambi RHC, Chinambi Rural Health Centre,307018,Rural,GRZ,Urban Health Centre,Yes,6604,30.67061308,-14.46856821
Eastern,Nyimba,Chinsimbwe RHC, Chinsimbwe Rural Health Centre,307017,Rural,GRZ,Rural Health Centre,Yes,3334,30.98144791,-14.05052649
Eastern,Nyimba,Chinyinku HP,Chinyinku Health Post,307032,Rural,GRZ,Health Post,No,,30.98651519,-14.58448424
Eastern,Nyimba,Chipembe RHC, Chipembe Rural Health Centre,307010,Rural,GRZ,Rural Health Centre,Yes,11400,31.01920034,-14.53577545
Eastern,Nyimba,Chiwa HP,Chiwa Health Post,307033,Rural,GRZ,Health Post,No,,31.03516772,-14.13377176
Eastern,Nyimba,Hofmeyr Zonal RHC, Hofmeyr Zonal Rural Health Centre,307011,Rural,GRZ,Rural Health Centre,Yes,12500,30.84663288,-14.6664675
Eastern,Nyimba,Kacholola RHC, Kacholola Rural Health Centre,307012,Rural,GRZ,Rural Health Centre,Yes,6398,30.57640141,-14.78221551
Eastern,Nyimba,Kalingindi HP, Kalingindi Health Post,307022,Rural,GRZ,Health Post,Yes,5513,30.70164967,-14.57577372
Eastern,Nyimba,Luangazi  HP,Luangazi  Health Post,307036,Rural,GRZ,Health Post,No,,30.74978929,-14.49582583
Eastern,Nyimba,Luembe Fds E16 RHC, Luembe FDS E16 Rural Health Centre,307013,Rural,GRZ,Rural Health Centre,Yes,3534,30.59652912,-14.37016568
Eastern,Nyimba,Mabanda  HP,Mabanda  Health Post,307031,Rural,GRZ,Health Post,No,,30.90371456,-14.55142907
Eastern,Nyimba,Mchmadzi  HP,Mchmadzi  Health Post,307035,Rural,GRZ,Health Post,No,,30.76260354,-14.72182763
Eastern,Nyimba,Mkopeka RHC, Mkopeka Rural Health Centre,307016,Rural,GRZ,Rural Health Centre,Yes,8102,31.0224257,-14.441888
Eastern,Nyimba,Msima HP, Msima Health Post,307027,Rural,GRZ,Health Post,Yes,4442,30.94752794,-14.63713876
Eastern,Nyimba,Mtilizi HP, Mtilizi Rural Health Post,307023,Rural,GRZ,Rural Health Centre,Yes,3042,31.04661503,-14.47340985
Eastern,Nyimba,Mtilizi RHC, Mtilizi Rural Health Centre,307021,Rural,GRZ,Rural Health Centre,Yes,5661,30.89870939,-14.43293322
Eastern,Nyimba,Mwape RHC, Mwape Rural Health Centre,307014,Rural,GRZ,Rural Health Centre,Yes,937,30.8376339,-14.1282717
Eastern,Nyimba,Ndake HP, Ndake Health Post,307028,Rural,GRZ,Health Post,Yes,4393,30.88102433,-14.59524379
Eastern,Nyimba,Nyalugwe RHC, Nyalugwe Rural Health Centre,307015,Rural,GRZ,Rural Health Centre,Yes,2280,30.36512246,-14.73948935
Eastern,Nyimba,Nyimba District Hospital, Nyimba District Hospital,307001,Peri-Urban,GRZ,Level 1 Hospital District,Yes,,30.83187553,-14.54360494
Eastern,Nyimba,Nyimba HAHC, Nyimba Hospital Affiliated Health Centre,307099,Peri-Urban,GRZ,Rural Health Centre,Yes,17079,30.81468919,-14.55569474
Eastern,Nyimba,St. Josephs RHC, St Josephs Rural Health Centre,307030,Rural,Faith Based,Rural Health Centre,Yes,3452,30.39469717,-14.89797852
Eastern,Nyimba,Vizimumba  HP,Vizimumba  Health Post,307034,Rural,GRZ,Health Post,No,,30.99770285,-14.47464912
Eastern,Nyimba,Zns HP, ZNS Health Post,307026,Rural,GRZ,Health Post,Yes,4318,30.87858343,-14.46895307
Eastern,Petauke,Benard Health Care Services, Benard Health Post,308057,Rural,Private,Health Post,Yes,,31.32764054,-14.24256935
Eastern,Petauke,Chaka RHC, Chaka Rural Health Centre,30508039,Rural,GRZ,Rural Health Centre,Yes,6816,31.25858976,-14.61167312
Eastern,Petauke,Chibale HP, Chibale Health Post,308045,Rural,GRZ,Health Post,Yes,1188,31.57417486,-13.64223892
Eastern,Petauke,Chikowa RHC, Chikowa Rural Health Centre,308024,Rural,GRZ,Rural Health Centre,Yes,2315,31.43301657,-13.96192747
Eastern,Petauke,Chikuse RHC, Chikuse Rural Health Centre,311017,Rural,GRZ,Rural Health Centre,Yes,6309,31.35540032,-14.04206245
Eastern,Petauke,Chipungu RHC, Chipungu Rural Health Centre,308032,Rural,GRZ,Rural Health Centre,Yes,6095,31.2739573,-14.07941074
Eastern,Petauke,Chisenjere RHC, Chisenjere Rural Health Centre,308031,Rural,GRZ,Rural Health Centre,Yes,6218,31.37914466,-14.34395945
Eastern,Petauke,Chisonso  HP, Chisonso Health Post,308054,Rural,GRZ,Health Post,Yes,3107,31.25619924,-14.37993696
Eastern,Petauke,Kakwiya RHC, Kakwiya Rural Health Centre,308021,Rural,GRZ,Rural Health Centre,Yes,10059,31.19682929,-14.14050501
Eastern,Petauke,Kalindawalo RHC, Kalindawalo Rural Health Centre,308014,Rural,GRZ,Rural Health Centre,Yes,16962,31.38061258,-14.3411373
Eastern,Petauke,Kamvumbe  HP,Kamvumbe  Health Post,308060,Rural,GRZ,Health Post,Yes,6648,31.47241496,-14.29791552
Eastern,Petauke,Kaselo HP, Kaselo Health Post,308050,Rural,GRZ,Health Post,Yes,5048,31.16744134,-14.52108423
Eastern,Petauke,Luamphaande RHC, Luamphaande Rural Health Centre,308080,Rural,GRZ,Health Post,Yes,16962,31.46699077,-14.20348202
Eastern,Petauke,Makale HP, Makale Health Post,308052,Rural,GRZ,Health Post,Yes,3740,31.5369189,-14.01656499
Eastern,Petauke,Mankhungwa HP, Mankhungwa Health Post,308042,Rural,GRZ,Urban Health Centre,Yes,6071,31.11114638,-14.6354162
Eastern,Petauke,Manyane RHC, Manyane Rural Health Centre,308017,Rural,GRZ,Rural Health Centre,Yes,7570,31.19478931,-14.61942089
Eastern,Petauke,Matonga  RHC, Matonga Health Post,308055,Rural,Faith Based,Rural Health Centre,No,2457,31.21731391,-14.26723716
Eastern,Petauke,Matonje HP, Matonje Health Post,308053,Rural,GRZ,Health Post,Yes,2759,31.0732207,-14.59531583
Eastern,Petauke,Mawanda RHC, Mawanda Rural Health Centre,308029,Rural,GRZ,Urban Health Centre,Yes,3422,31.4684879,-14.0169197
Eastern,Petauke,Merwe RHC, Merwe Rural Health Centre,308015,Rural,GRZ,Rural Health Centre,Yes,6993,31.1875118,-14.29774834
Eastern,Petauke,Miinga HAHC, Miinga Hospital Affiliated Health Centre,308097,Rural,Faith Based,Rural Health Centre,Yes,22930,31.14973046,-14.35230757
Eastern,Petauke,Miinga Mission Hospital, Miinga Mission Hospital,308003,Rural,Faith Based,Level 1 Hospital District,Yes,,31.14980514,-14.35246624
Eastern,Petauke,Misolo HP, Misolo Health Post,308049,Rural,GRZ,Health Post,Yes,5496,31.17778603,-14.09195401
Eastern,Petauke,Mkonda HP, Mkonda Health Post,308043,Rural,GRZ,Health Post,Yes,2148,31.18782738,-14.03066738
Eastern,Petauke,Msanzala RHC, Msanzala Rural Health Centre,308030,Rural,GRZ,Urban Health Centre,Yes,5545,31.42171056,-14.1052501
Eastern,Petauke,Mtukuzi RHC, Mtukuzi Rural Health Centre,308040,Rural,GRZ,Rural Health Centre,Yes,8217,31.52274149,-14.54783449
Eastern,Petauke,Mtumbata HP, Mtumbata Health Post,308044,Rural,GRZ,Health Post,Yes,6565,31.1610187,-14.4582928
Eastern,Petauke,Mumbi RHC, Mumbi Rural Health Centre,308016,Rural,GRZ,Rural Health Centre,Yes,12401,31.31057147,-14.47906533
Eastern,Petauke,Mwanika RHC, Mwanika Rural Health Centre,308035,Rural,GRZ,Rural Health Centre,Yes,6133,31.76333682,-13.95403306
Eastern,Petauke,Mwanjawanthu RHC, Mwanjawanthu Rural Health Centre,308013,Rural,GRZ,Rural Health Centre,Yes,13626,31.37595794,-14.59154586
Eastern,Petauke,Nyampande RHC, Nyamphande Rural Health Centre,308020,Rural,GRZ,Rural Health Centre,Yes,11069,31.2140764,-14.2113085
Eastern,Petauke,Nyamphondolo RHC, Nyamphondolo Rural Health Centre,308033,Rural,GRZ,Health Post,Yes,7942,31.29934751,-14.15154377
Eastern,Petauke,Ongolwe HP, Ongolwe Health Post,308051,Rural,GRZ,Health Post,Yes,3584,31.26991496,-14.43550513
Eastern,Petauke,Petauke District Hospital, Petauke District Hospital,308001,Urban,GRZ,Level 1 Hospital District,Yes,,31.33116581,-14.24978533
Eastern,Petauke,Petauke Medical Center , Petauke Medical Centre,308058,Urban,Private,Urban Health Centre,Yes,,31.32594866,-14.25655962
Eastern,Petauke,Petauke UHC, Petauke Urban Health Centre,308010,Urban,GRZ,Urban Health Centre,Yes,33213,31.32760065,-14.2586644
Eastern,Petauke,Prisons HP, Prisons Health Post,308047,Urban,GRZ,Health Post,Yes,5536,31.33954754,-14.2596743
Eastern,Petauke,Refugee HP, Refugee Health Post,308034,Rural,GRZ,Health Post,Yes,1725,31.66329562,-13.82445697
Eastern,Petauke,Riverside HP, Riverside Health Post,308046,Rural,GRZ,Urban Health Centre,Yes,4296,31.73255445,-13.81336151
Eastern,Petauke,Sandwe RHC, Sandwe Rural Health Centre,308023,Rural,GRZ,Health Post,Yes,2806,31.58332396,-13.81187523
Eastern,Petauke,Sasu RHC, Sasu Rural Health Centre,308038,Rural,GRZ,Rural Health Centre,Yes,5596,31.3005235,-13.9797549
Eastern,Petauke,Satelite 30 RHC, Satelite 30 Rural Health Centre,308028,Rural,GRZ,Health Post,Yes,3675,31.70031295,-13.91551742
Eastern,Petauke,Satellite 18 RHC, Satellite 18 Rural Health Centre,308027,Rural,GRZ,Health Post,Yes,2642,31.62731898,-13.94222778
Eastern,Petauke,Sichilima HP, Sichilima Health Post,308056,Rural,GRZ,Health Post,Yes,2200,31.43802694,-13.96439821
Eastern,Petauke,Ukwimi A RHC, Ukwimi A Rural Health Centre,308025,Rural,GRZ,Health Post,Yes,3635,31.64928979,-13.89131304
Eastern,Petauke,Ukwimi B RHC, Ukwimi B Rural Health Centre,308026,Rural,GRZ,Rural Health Centre,Yes,4180,31.79467332,-13.86109083
Eastern,Petauke,Zuze HP, Zuze Health Post,308048,Rural,GRZ,Health Post,Yes,3795,31.32501072,-14.20686516
Eastern,Sinda,Chafulu HP,Chafulu Health Post,3085199,Rural,GRZ,Health Post,Yes,,31.79512875,-14.16058326
Eastern,Sinda,Champala HP,Champala Health Post,3085200,Rural,GRZ,Health Post,Yes,,32.00187927,-14.24137367
Eastern,Sinda,Chanjobvu RHC,Chanjobvu RHC,3085201,Rural,GRZ,Rural Health Centre,Yes,,31.64541449,-14.11654994
Eastern,Sinda,Chanjoka HP, Chanjoka Health Post,3085113,Rural,GRZ,Health Post,Yes,4545,31.90740752,-14.22171977
Eastern,Sinda,Chataika RHC, Chataika Rural Health Centre,3085119,Rural,GRZ,Rural Health Centre,Yes,9070,31.68315285,-14.34496459
Eastern,Sinda,Chikalawa HP,Chikalawa Health Post,3085202,Rural,GRZ,Health Post,Yes,,31.62984294,-14.48875562
Eastern,Sinda,Chilasa RHC, Chilasa Rural Health Centre,311018,Rural,GRZ,Rural Health Centre,Yes,7337,31.9494679,-14.26650455
Eastern,Sinda,Chimtengo HP, Chimtengo Health Post,3085130,Rural,GRZ,Health Post,Yes,4361,31.62910345,-14.24480811
Eastern,Sinda,Chimunsi RHC, Chimunsi Rural Health Centre,3085121,Rural,GRZ,Rural Health Centre,Yes,7972,31.56442802,-14.23645797
Eastern,Sinda,Chindeza RHC, Chindeza Rural Health Centre,3085137,Rural,GRZ,Rural Health Centre,Yes,8563,31.78215356,-14.1148097
Eastern,Sinda,Chitawe RHC, Chitawe Rural Health Centre,3085128,Rural,GRZ,Rural Health Centre,Yes,5223,31.66035486,-14.03146492
Eastern,Sinda,Chiwuyu RHC, Chiwuyu Rural Health Centre,3085125,Rural,GRZ,Rural Health Centre,Yes,9326,31.83123347,-14.19511255
Eastern,Sinda,Kalole HP,Kalole Health Post,3085204,Rural,GRZ,Health Post,Yes,,31.67813685,-14.26492938
Eastern,Sinda,Kampamule HP, Kampamule Health Post,3085132,Rural,GRZ,Health Post,Yes,3833,31.61421085,-14.015492
Eastern,Sinda,Kanjiwa RHC, Kanjiwa Rural Health Centre,3085136,Rural,GRZ,Rural Health Centre,Yes,10269,31.60836941,-14.33923298
Eastern,Sinda,Kapungwe HP, Kapungwe Health Post,3085141,Rural,GRZ,Health Post,Yes,7613,31.52862124,-14.42120854
Eastern,Sinda,Kasamba RHC, Kasamba Rural Health Centre,3085129,Rural,GRZ,Rural Health Centre,Yes,6587,31.70400833,-14.0592978
Eastern,Sinda,Kasamba RHC,Kasamba RHC,3085203,Rural,GRZ,Health Post,Yes,,31.92989419,-14.32342414
Eastern,Sinda,Katema HP, Katema Health Post,8085143,Rural,GRZ,Health Post,Yes,7924,31.86674979,-14.27083391
Eastern,Sinda,Kondwelani  HP,Kondwelani Health Post,3085205,Rural,GRZ,Health Post,Yes,,31.92600856,-14.38597333
Eastern,Sinda,Maela HP, Maela Health Post,3085122,Rural,GRZ,Health Post,Yes,3546,31.89647458,-14.42546301
